标题,链接,点击数,性能介绍,PageUrl
利勃海尔65 K快速架设起重机,http://zj.lmjx.net/detail_MzY12---.html,2358,桁架结构快速架设起重机的起重能力为26 - 120公吨。这些起重机具有可变的副臂长度和吊钩高度，并且架设运动非常简单。这些起重机可以作为立即使用的整体进行运输……,http://zj.lmjx.net/zj_class_19_61_0_14.html
永茂STT403塔式起重机,http://zj.lmjx.net/detail_NzE16---.html,3691,STT403平头塔式起重机是抚顺永茂建筑机械有限公司利用雄厚的科技开发能力，加强引进技术的消化吸收和移植创新，紧跟塔式起重机国际新技术、新潮流，根据国内外市场需求而自主设计开发的高……,http://zj.lmjx.net/zj_class_19_61_0_14.html
恒升建机QTZ4808塔式起重机,http://zj.lmjx.net/detail_MjEyMDc=.html,644,QTZ4808的性能参数：性能参数及技术指标国内领先，达到国际先进水平a、最大臂长48m;臂长组合每6米递减，最小臂长30米;b、最大起重量4t;c、臂尖最大吊重量0.8t;d、额……,http://zj.lmjx.net/zj_class_19_61_0_14.html
中国现代QTZ63(XD5510)尖头塔式起重机,http://zj.lmjx.net/detail_MjQyNjY=.html,354,该机为水平臂架、小车变幅、上回转自升式多用途塔机整机外形美观大方，颜色醒目；该机有基础固定和外墙附着两种工作方式；动作反映灵敏，调速性能好，回转平稳可靠，不抖动；司机室独立设置，视……,http://zj.lmjx.net/zj_class_19_61_0_14.html
虎霸T6015B塔式起重机,http://zj.lmjx.net/detail_ODM18---.html,1620,浙江虎霸建设机械有限公司是一家专业设计、制造、安装各类建设机械产品及配件的生产企业，公司结合多年来积累的起重机械制造经验，引进国内外先进的设计理念，研发出了具有先进技术、稳定性能的……,http://zj.lmjx.net/zj_class_19_61_0_14.html
中昇QTZ650(ZSL650)平臂塔式起重机,http://zj.lmjx.net/detail_MTA0NDU=.html,1687,……,http://zj.lmjx.net/zj_class_19_61_0_14.html
金源TC5013/5610  6T塔式起重机,http://zj.lmjx.net/detail_Nzk39---.html,1928,……,http://zj.lmjx.net/zj_class_19_61_0_14.html
腾达TC5610塔吊,http://zj.lmjx.net/detail_Nzkx1---.html,3543,……,http://zj.lmjx.net/zj_class_19_61_0_14.html
华夏QTZ63(5010)塔式起重机,http://zj.lmjx.net/detail_MTk1NzQ=.html,444,项 目单 位参 数额定起重力矩kN.m630最大起重量t5最大幅度处额定起重量t1.095（2倍率）/0.989（4倍率）工作幅度m3～50高度（独立式/附着式）m35/120整机……,http://zj.lmjx.net/zj_class_19_61_0_14.html
山东明龙QTZ5613平头塔式起重机,http://zj.lmjx.net/detail_MTMzMDY=.html,903,……,http://zj.lmjx.net/zj_class_19_61_0_14.html
杰牌21CJ400-18t平头塔,http://zj.lmjx.net/detail_MjIxMDk=.html,289,平头塔的设计是一种全新的设计理念被引入塔机世界，就是说，使用同一个标准化、模块化系统可用以构成不同吨位的塔机。这个智慧闪烁、熠熠生辉的理念，将塔机的适用性提升到一个前所未有的高度……,http://zj.lmjx.net/zj_class_19_61_0_15.html
强力机械Q6517尖头塔式起重机,http://zj.lmjx.net/detail_MTc2OTA=.html,298,……,http://zj.lmjx.net/zj_class_19_61_0_15.html
大汉QTZ40(4808)塔式起重机,http://zj.lmjx.net/detail_MTMyOTM=.html,1443,……,http://zj.lmjx.net/zj_class_19_61_0_15.html
克瑞PT120(5518)平头系列塔式起重机,http://zj.lmjx.net/detail_ODM53---.html,1208,塔机型号最大起重量（T）最大幅度额定起重量(T)工作幅度（M）独立高度（M）最大附着高度（M）标准节尺寸（M)PT120(5518)整体式6(8)1.855501601.837×1……,http://zj.lmjx.net/zj_class_19_61_0_15.html
鸿达QTZ100A(5515)塔式起重机,http://zj.lmjx.net/detail_Nzky5---.html,1841," 铁力士系列塔式起重机为鸿达的主导产品之一,从QTZ20到QTZ315,幅度从30米到70米,工作范围大,工作方式多,适用对象广,该系列塔机为水平臂架、小车变幅、液压自升、机构新颖……",http://zj.lmjx.net/zj_class_19_61_0_15.html
惠山QTZ20塔式起重机,http://zj.lmjx.net/detail_NTUw5---.html,2712,参数项目性能参数额定起重力矩(t.m)20最大起升高度 (m)25（固定式）60（附着式）工作幅度最大幅度(m)25最小幅度(m)2最大起重量 (t)2最大幅度处额定起重量(t)0……,http://zj.lmjx.net/zj_class_19_61_0_15.html
泰沃QTK25快速架设塔式起重机,http://zj.lmjx.net/detail_MjgxMjM=.html,73,下回转，驾驶室下置，压重式，便于地面操作，减轻上部重量;2、塔身结构为伸缩式，便于运输拆装；3、整体拖运，快速拆装，即架设即使用，底盘采用轮胎式，可以通过汽车直接拖运，到达目的地借……,http://zj.lmjx.net/zj_class_19_61_0_15.html
中联重科TC6015A-10(CE)塔式起重机,http://zj.lmjx.net/detail_ODgy5---.html,2974,? TC6015A-10(CE)性能参数：性能参数及技术指标国内领先，达到国际先进水平a、最大臂长60m;臂长组合每5米递减，最小臂长30米;b、最大起重量10t;c、臂尖最大吊重……,http://zj.lmjx.net/zj_class_19_61_0_15.html
三一重工SYT80(T6012-6F)塔式起重机,http://zj.lmjx.net/detail_MTk2NTc=.html,412,型号SYT80(T6012-6F)最大起重力矩1104kN·m最大起重量6t最大臂长/起重量60m/1.2t塔身截面1.6m×1.6m自由高度40.5m起升0~80回转0~0.8变……,http://zj.lmjx.net/zj_class_19_61_0_15.html
方圆QTZ125（TC6014A）塔式起重机,http://zj.lmjx.net/detail_MTIxMzU=.html,1583,TC6014A塔式起重机基于波坦公司的F0/23B而开发，标准节为整体式，主肢材料采用角钢扣方，高强螺栓连接；该塔机变臂后可为TC5025；2、起升机构采用带涡流制动的双速绕线电机……,http://zj.lmjx.net/zj_class_19_61_0_15.html
川建M600水平臂塔式起重机,http://zj.lmjx.net/detail_MTgyMTc=.html,668,  SCM-M600塔式起重机，是我公司吸收国外塔机技术，自行设计制造的大型上回转自升式塔式起重机。该机型设计新颖，起升、回转、变幅、行走、顶升等机构均采用国外技术，性能先进可靠……,http://zj.lmjx.net/zj_class_19_61_0_15.html
徐工QTZ63(5013L-6)塔顶式塔机,http://zj.lmjx.net/detail_MTc2NDA=.html,554,最佳的性价比；优越的起重性能；合理的结构设计；严格的制造控制；高安全、高可靠性；人性化设计；便捷的操作性和运输性……,http://zj.lmjx.net/zj_class_19_61_0_15.html
浙江建机QTZ80(ZJ5910-6)塔式起重机,http://zj.lmjx.net/detail_OTg46---.html,2684,……,http://zj.lmjx.net/zj_class_19_61_0_15.html
波坦MCR225A塔式起重机,http://zj.lmjx.net/detail_MTMxNDI=.html,2566,波坦公司一直在塔式起重机方面处于领先位置。迄今为止已在全球销售并竖立超过100000台塔机。 目前，该公司在法国、德国、意大利、葡萄牙和中国的工厂生产60余种型号塔式起重机……,http://zj.lmjx.net/zj_class_19_61_0_15.html
金源QTZ25/31.5塔式起重机,http://zj.lmjx.net/detail_Nzk37---.html,1556,……,http://zj.lmjx.net/zj_class_19_61_0_18.html
腾达TC5518A塔吊,http://zj.lmjx.net/detail_Nzkw9---.html,1265,……,http://zj.lmjx.net/zj_class_19_61_0_18.html
华夏QTZ31.5（315C）塔式起重机,http://zj.lmjx.net/detail_MTMyODA=.html,814,塔机型号：QTZ31.5C公称起重力矩：315KN.m工作幅度：2.5-39m最大起重量/最大幅度处起重量：3/0.734t独立式高度：25m附着式高度：100m起升速度：7/21……,http://zj.lmjx.net/zj_class_19_61_0_18.html
山东明龙QTZ125(TC6512)塔式起重机,http://zj.lmjx.net/detail_MTMzMDM=.html,706,性能介绍/ C a p a c i t y i n t r o d u c t i o n■ QTZ125 塔机标准节截面1.83 米×1.83 米×2.8 米，采用片式或标准节两……,http://zj.lmjx.net/zj_class_19_61_0_18.html
力特QTZ50(4810)塔式起重机,http://zj.lmjx.net/detail_MTg2NzA=.html,398,……,http://zj.lmjx.net/zj_class_19_61_0_18.html
杰牌21CJ550-18t平头塔,http://zj.lmjx.net/detail_MjIxMTE=.html,283,平头塔的设计是一种全新的设计理念被引入塔机世界，就是说，使用同一个标准化、模块化系统可用以构成不同吨位的塔机。这个智慧闪烁、熠熠生辉的理念，将塔机的适用性提升到一个前所未有的高度……,http://zj.lmjx.net/zj_class_19_61_0_18.html
强力机械Q6018型尖头塔式起重机,http://zj.lmjx.net/detail_MTc2OTI=.html,358,……,http://zj.lmjx.net/zj_class_19_61_0_18.html
大汉SC200/200塔式起重机,http://zj.lmjx.net/detail_MTk1NzI=.html,469,……,http://zj.lmjx.net/zj_class_19_61_0_18.html
克瑞PT160(6023)平头系列塔式起重机,http://zj.lmjx.net/detail_ODM51---.html,971,塔机型号最大起重量（T）最大幅度额定起重量(T)工作幅度（M）独立高度（M）最大附着高度（M）标准节尺寸（M)PT160(6023)整体式82.360501601.837×1.83……,http://zj.lmjx.net/zj_class_19_61_0_18.html
鸿达QTZ63B塔式起重机,http://zj.lmjx.net/detail_Nzky7---.html,3196,QTZ63B塔式起重机是满足GB/T5031&lt;&lt;塔式起重机&gt;&gt;和GB5144&lt;&lt;塔式起重机安全规程&gt;&gt;等标准设计的加强型塔式起重机，……,http://zj.lmjx.net/zj_class_19_61_0_18.html
泰沃QTZ125(6015)自升式塔机,http://zj.lmjx.net/detail_MjgxMjQ=.html,76,项目型号QTZ125(6015)QTZ100(6013)臂长（m）6060独立高度(m)50附着高度(m)180最大起重量(t)108主肢材料方形135X135X14/Q345B标……,http://zj.lmjx.net/zj_class_19_61_0_18.html
中联重科TC6015A-10F塔式起重机,http://zj.lmjx.net/detail_ODgy2---.html,2200,? TC6015A-10F性能参数：性能参数及技术指标国内领先，达到国际先进水平a、最大臂长60m;臂长组合每5米递减，最小臂长30米;b、最大起重量10t;c、臂尖最大吊重量1.……,http://zj.lmjx.net/zj_class_19_61_0_18.html
江麓QTZ70塔头式起重机,http://zj.lmjx.net/detail_MTAyNzc=.html,3812,? 电气控制系统 采用PLC控制或智能化控制，提高了可靠性和安全性，关键电气元件采用行业知名品牌，如天水二一三、法国施耐德公司的低压电器，德国西门子的PLC可编程控制器……,http://zj.lmjx.net/zj_class_19_61_0_18.html
三一重工SYT80(T6011-6)塔式起重机,http://zj.lmjx.net/detail_MTk2NTU=.html,488,型号SYT80(T6011-6)最大起重力矩1068kN·m最大起重量6t最大臂长/起重量（t）60m/1.16t塔身截面1.6m×1.6m自由高度40.5m起升80/40/8.8……,http://zj.lmjx.net/zj_class_19_61_0_18.html
泰沃QTZ50 自升式平头塔式起重机,http://zj.lmjx.net/detail_MjgxMzA=.html,66,项目型号QTZ50(PT5010)QTZ100(6013) 臂长（m）50 独立高度(m)30附着高度(m)120180最大起重量(t)4 主肢材料L160×160×14 标准节截……,http://zj.lmjx.net/zj_class_19_61_0_17.html
中联重科TC6015A-10E塔式起重机,http://zj.lmjx.net/detail_ODgy3---.html,5529,? TC6015A-10E性能参数：性能参数及技术指标国内领先，达到国际先进水平a、最大臂长60m;臂长组合每5米递减，最小臂长30米;b、最大起重量10t;c、臂尖最大吊重量1.……,http://zj.lmjx.net/zj_class_19_61_0_17.html
江麓QTZ80(JL5710)塔头式起重机,http://zj.lmjx.net/detail_MTAyNzg=.html,1987,? 电气控制系统采用PLC控制或智能化控制，提高了可靠性和安全性，关键电气元件采用行业知名品牌，如天水二一三、法国施耐德公司的低压电器，德国西门子的PLC可编程控制器……,http://zj.lmjx.net/zj_class_19_61_0_17.html
三一重工SYT80(T6012-6)塔式起重机,http://zj.lmjx.net/detail_MTk2NTY=.html,481,型号SYT80(T6012-6)最大起重力矩1104kN·m最大起重量6t最大臂长/起重量（t）60m/1.2t塔身截面1.6m×1.6m自由高度40.5m起升80/40/8.8回……,http://zj.lmjx.net/zj_class_19_61_0_17.html
方圆QTZ250（PT7023）塔式起重机,http://zj.lmjx.net/detail_MTIxMzk=.html,1584,PT7023塔机为水平臂架、小车变幅、上回转、自升式多用途塔式起重机。机构配置先进，调速性能良好，运行平稳、可靠。三大机构均采用变频调速控制……,http://zj.lmjx.net/zj_class_19_61_0_17.html
川建SCM85A水平臂塔式起重机,http://zj.lmjx.net/detail_MTgyMTg=.html,563,……,http://zj.lmjx.net/zj_class_19_61_0_17.html
徐工QTZ63(5510Y-6)塔顶式塔机,http://zj.lmjx.net/detail_MTc2NDI=.html,493,最佳的性价比；优越的起重性能；合理的结构设计；严格的制造控制；高安全、高可靠性；人性化设计；便捷的操作性和运输性……,http://zj.lmjx.net/zj_class_19_61_0_17.html
浙江建机QTZ80(ZJ5910-8)塔式起重机,http://zj.lmjx.net/detail_OTg45---.html,2338,……,http://zj.lmjx.net/zj_class_19_61_0_17.html
波坦MC170A塔式起重机,http://zj.lmjx.net/detail_MTMxMzY=.html,2138,波坦公司一直在塔式起重机方面处于领先位置。迄今为止已在全球销售并竖立超过100000台塔机。 目前，该公司在法国、德国、意大利、葡萄牙和中国的工厂生产60余种型号塔式起重机……,http://zj.lmjx.net/zj_class_19_61_0_17.html
利勃海尔120 K.1快速架设起重机,http://zj.lmjx.net/detail_MTUxNTU=.html,1647,桁架结构快速架设起重机的起重能力为26 - 120公吨。这些起重机具有可变的副臂长度和吊钩高度，并且架设运动非常简单。这些起重机可以作为立即使用的整体进行运输……,http://zj.lmjx.net/zj_class_19_61_0_17.html
永茂STT200塔式起重机,http://zj.lmjx.net/detail_NzE14---.html,5623,STT200平头塔式起重机是抚顺永茂建筑机械有限公司利用雄厚的科技开发能力，加强引进技术的消化吸收和移植创新，紧跟塔式起重机国际新技术、新潮流，根据国内外市场需求而自主设计开发的高……,http://zj.lmjx.net/zj_class_19_61_0_17.html
恒升建机QTZ5008塔式起重机,http://zj.lmjx.net/detail_MjEyMDk=.html,819,QTZ5008的性能参数：性能参数及技术指标国内领先，达到国际先进水平a、最大臂长50m;臂长组合每6米递减，最小臂长30米;b、最大起重量4t;c、臂尖最大吊重量0.8t;d、额……,http://zj.lmjx.net/zj_class_19_61_0_17.html
中国现代QTZ250(XD7030)尖头塔式起重机,http://zj.lmjx.net/detail_MjQyNzI=.html,377,该机为水平臂架、小车变幅、上回转自升式多用途塔机整机外形美观大方，颜色醒目；该机有基础固定和外墙附着两种工作方式；动作反映灵敏，调速性能好，回转平稳可靠，不抖动；司机室独立设置，视……,http://zj.lmjx.net/zj_class_19_61_0_17.html
虎霸T6022B塔式起重机,http://zj.lmjx.net/detail_ODM16---.html,1472,浙江虎霸建设机械有限公司是一家专业设计、制造、安装各类建设机械产品及配件的生产企业，公司结合多年来积累的起重机械制造经验，引进国内外先进的设计理念，研发出了具有先进技术、稳定性能的……,http://zj.lmjx.net/zj_class_19_61_0_17.html
中昇QTZ2800(ZSC2800A)平臂塔式起重机,http://zj.lmjx.net/detail_MTA0NDE=.html,1213,……,http://zj.lmjx.net/zj_class_19_61_0_21.html
腾达TC5616塔吊,http://zj.lmjx.net/detail_Nzkw7---.html,1318,……,http://zj.lmjx.net/zj_class_19_61_0_21.html
华夏QTZ125(6018)塔式起重机,http://zj.lmjx.net/detail_MTk1Nzk=.html,408,项 目单 位2倍率4倍率额定起重力矩kN.m1250最大起重量t510工作幅度m3～60最大幅度起重量t1.8031.769最大起重量幅度m27.15514.867起升高度独立式m……,http://zj.lmjx.net/zj_class_19_61_0_21.html
山东明龙QTZ125P(TC6015)平头塔式起重机,http://zj.lmjx.net/detail_MTMzMTM=.html,945,性能介绍/ C a p a c i t y i n t r o d u c t i o n■ QTZ125P 平头塔机主要受力钢结构部件均采用Q345B 钢材制作，塔身标准节截面1……,http://zj.lmjx.net/zj_class_19_61_0_21.html
力特QTZ50(5010)塔式起重机,http://zj.lmjx.net/detail_MTg2NzI=.html,410,……,http://zj.lmjx.net/zj_class_19_61_0_21.html
强力机械F0/23B(10t）型尖头塔式起重机,http://zj.lmjx.net/detail_MTc2OTQ=.html,331,……,http://zj.lmjx.net/zj_class_19_61_0_21.html
克瑞PT200(6540)平头系列塔式起重机,http://zj.lmjx.net/detail_ODM49---.html,804,塔机型号最大起重量（T）最大幅度额定起重量(T)工作幅度（M）独立高度（M）最大附着高度（M）标准节尺寸（M)PT200(6540)片式12465521602×2×3……,http://zj.lmjx.net/zj_class_19_61_0_21.html
鸿达QTZ50塔式起重机,http://zj.lmjx.net/detail_OTc19---.html,3661,铁力士牌QTZ50塔机是鸿达集团公司汇集二十多年塔机设计生产经验推出的一种上回转、水平臂自升塔式起重机，满足GB/T5031&lt;&lt;塔式起重机技术条件&gt;&gt;和GB……,http://zj.lmjx.net/zj_class_19_61_0_21.html
泰沃QTZ40 自升式塔式起重机,http://zj.lmjx.net/detail_MjgxMjU=.html,86,项目型号QTZ40(4708)QTZ40(4808)臂长（m）46.848独立高度(m)29附着高度(m)120最大起重量(t)44主肢材料L160×160×12标准节截面尺寸1.……,http://zj.lmjx.net/zj_class_19_61_0_21.html
中联重科TC6016A-8(CE)塔式起重机,http://zj.lmjx.net/detail_MTA4MjY=.html,12324,? TC6016A-8(CE)性能参数：性能参数及技术指标国内领先，达到国际先进水平a、最大臂长60m;臂长组合每5米递减，最小臂长30米;b、最大起重量8t;c、臂尖最大吊重量1……,http://zj.lmjx.net/zj_class_19_61_0_21.html
江麓QTZ200F塔头式起重机,http://zj.lmjx.net/detail_MTAyODI=.html,1774,? 电气控制系统采用PLC控制或智能化控制，提高了可靠性和安全性，三大机构全部采用业界领先的变频调速技术，关键电气元件采用国际知名品牌，如法国施耐德公司的低压电器，德国西门子的PL……,http://zj.lmjx.net/zj_class_19_61_0_21.html
方圆QTZ250（TC7030）塔式起重机,http://zj.lmjx.net/detail_MTIxMzc=.html,2807,TC7030塔式起重机基于波坦公司的H3/36B而开发，标准节为鱼尾板销轴连接的片式组装结构，方便储存和运输；2、套架结构为可拆装的双U型结构，平衡臂为多节式组合式，便于国际集装箱……,http://zj.lmjx.net/zj_class_19_61_0_21.html
川建C7050水平臂塔式起重机,http://zj.lmjx.net/detail_NzIz0---.html,5246,SCM-C7050塔式起重机是我公司吸收法国POTAIN公司塔机技术，设计制造的大型上回转自升式塔式起重机……,http://zj.lmjx.net/zj_class_19_61_0_21.html
徐工QTZ80(6010Y-8)塔式起重机,http://zj.lmjx.net/detail_MjE4NzQ=.html,274,最佳的性价比；优越的起重性能；合理的结构设计；严格的制造控制；高安全、高可靠性；人性化设计；便捷的操作性和运输性……,http://zj.lmjx.net/zj_class_19_61_0_21.html
川建SCM85水平臂塔式起重机,http://zj.lmjx.net/detail_MTgyMTk=.html,551,……,http://zj.lmjx.net/zj_class_19_61_0_19.html
徐工QTZ63(5510L-6)塔顶式塔机,http://zj.lmjx.net/detail_MTc2NDQ=.html,462,最佳的性价比；优越的起重性能；合理的结构设计；严格的制造控制；高安全、高可靠性；人性化设计；便捷的操作性和运输性……,http://zj.lmjx.net/zj_class_19_61_0_19.html
浙江建机QTZ80(ZJT5710)塔式起重机,http://zj.lmjx.net/detail_OTg44---.html,3389,……,http://zj.lmjx.net/zj_class_19_61_0_19.html
波坦MCT370塔式起重机,http://zj.lmjx.net/detail_MTMxNDM=.html,6156,波坦公司一直在塔式起重机方面处于领先位置。迄今为止已在全球销售并竖立超过100000台塔机。 目前，该公司在法国、德国、意大利、葡萄牙和中国的工厂生产60余种型号塔式起重机……,http://zj.lmjx.net/zj_class_19_61_0_19.html
利勃海尔13HM.1塔式起重机,http://zj.lmjx.net/detail_ODkx9---.html,1277,液压机构使HM系列移动式快速架设起重机的装卸非常简单。通过液压架设运动学设计，HM系列起重机的架设非常容易、快速和安全，并且一人即可完成操作……,http://zj.lmjx.net/zj_class_19_61_0_19.html
永茂STT293塔式起重机,http://zj.lmjx.net/detail_NzE13---.html,6378,STT293平头塔式起重机是抚顺永茂建筑机械有限公司利用雄厚的科技开发能力，加强引进技术的消化吸收和移植创新，紧跟塔式起重机国际新技术、新潮流，根据国内外市场需求而自主设计开发的高……,http://zj.lmjx.net/zj_class_19_61_0_19.html
恒升建机QTZ5010塔式起重机,http://zj.lmjx.net/detail_MjEyMTA=.html,1106,QTZ5010的性能参数：性能参数及技术指标国内领先，达到国际先进水平a、最大臂长50m;臂长组合每6米递减，最小臂长30米;b、最大起重量4t;c、臂尖最大吊重量1t;d、额定起……,http://zj.lmjx.net/zj_class_19_61_0_19.html
中国现代XD228动臂塔式起重机,http://zj.lmjx.net/detail_MjQyNjI=.html,363,回转空间要求小，大为减轻空间限制；能充分发挥起重臂的有效高度，吊起高度高；起重臂起伏角度大，尾部回转半径小；起重臂稳定性好，安装幅度范围大；加装计算机远程控制系统，安全掌控设备使用……,http://zj.lmjx.net/zj_class_19_61_0_19.html
虎霸T7527B塔式起重机,http://zj.lmjx.net/detail_ODM15---.html,1759,浙江虎霸建设机械有限公司是一家专业设计、制造、安装各类建设机械产品及配件的生产企业，公司结合多年来积累的起重机械制造经验，引进国内外先进的设计理念，研发出了具有先进技术、稳定性能的……,http://zj.lmjx.net/zj_class_19_61_0_19.html
中昇ZSC2800B平臂塔式起重机,http://zj.lmjx.net/detail_MTA0NDI=.html,1350,……,http://zj.lmjx.net/zj_class_19_61_0_19.html
腾达TC5613A塔吊,http://zj.lmjx.net/detail_Nzkw8---.html,1795,……,http://zj.lmjx.net/zj_class_19_61_0_19.html
华夏QTZ31.5（315B）塔式起重机,http://zj.lmjx.net/detail_MTMyODE=.html,858,塔机型号：QTZ31.5B公称起重力矩：315KN.m工作幅度：2.5-42m最大起重量/最大幅度处起重量：3/0.64t独立式高度：28m附着式高度：90m起升速度：7/21/4……,http://zj.lmjx.net/zj_class_19_61_0_19.html
山东明龙125平头塔式起重机,http://zj.lmjx.net/detail_MTMzMDg=.html,737,……,http://zj.lmjx.net/zj_class_19_61_0_19.html
力特QTZ50(5008)塔式起重机,http://zj.lmjx.net/detail_MTg2NzE=.html,298,……,http://zj.lmjx.net/zj_class_19_61_0_19.html
浙江建机QTZ100(ZJ6012-6)塔式起重机,http://zj.lmjx.net/detail_OTg42---.html,1552,……,http://zj.lmjx.net/zj_class_19_61_0_22.html
鸿达QTZ40A塔式起重机,http://zj.lmjx.net/detail_Nzky9---.html,1997,底架固定式采用十字梁，通过预埋于混凝土内的螺栓固定在基础上，使安装场地大大缩小，满足施工场地范围受限制的特殊场合。其标准高度29米，塔身的组成为1节基节，1节支撑节和10节标准节……,http://zj.lmjx.net/zj_class_19_61_0_24.html
方圆QTZ63（TC5013）塔式起重机,http://zj.lmjx.net/detail_MTIxMjg=.html,2798,QTZ63（TC5013）为水平臂架、小车变幅、上回转自升式塔式起重机。整机结构设计合理、外形美观，塔身标准节为整体式，主肢采用钢管加工而成，受力性能好……,http://zj.lmjx.net/zj_class_19_61_0_23.html
强力机械Q6015型尖头塔式起重机,http://zj.lmjx.net/detail_MTc2OTM=.html,334,……,http://zj.lmjx.net/zj_class_19_61_0_20.html
克瑞PT180(6525)平头系列塔式起重机,http://zj.lmjx.net/detail_ODM50---.html,1142,塔机型号最大起重量（T）最大幅度额定起重量(T)工作幅度（M）独立高度（M）最大附着高度（M）标准节尺寸（M)PT180(6525)整体式82.565501601.837×1.83……,http://zj.lmjx.net/zj_class_19_61_0_20.html
鸿达QTZ63C(5211)塔式起重机,http://zj.lmjx.net/detail_Nzky8---.html,2447,QTZ63C塔式起重机是满足GB/T5031&lt;&lt;塔式起重机&gt;&gt;和GB5144&lt;&lt;塔式起重机安全规程&gt;&gt;等标准设计的加强型塔式起重机，……,http://zj.lmjx.net/zj_class_19_61_0_20.html
泰沃QTZ63 自升式塔式起重机,http://zj.lmjx.net/detail_MjgxMjc=.html,80,项目型号QTZ63(5610)QTZ63(5013) 臂长（m）5650 独立高度(m)40附着高度(m)140130最大起重量(t)56 主肢材料135×135×10 L160×……,http://zj.lmjx.net/zj_class_19_61_0_20.html
中联重科TC6016A-8塔式起重机,http://zj.lmjx.net/detail_ODgy1---.html,3546,? TC6016A-8性能参数：性能参数及技术指标国内领先，达到国际先进水平a、最大臂长60m;臂长组合每5米递减，最小臂长30米;b、最大起重量8t;c、臂尖最大吊重量1.6t;……,http://zj.lmjx.net/zj_class_19_61_0_20.html
江麓QTZ160塔头式起重机,http://zj.lmjx.net/detail_MTAyODE=.html,2620,? 电气控制系统采用PLC控制或智能化控制，提高了可靠性和安全性，回转和变幅采用业界领先的变频调速技术，关键电气元件采用国际知名品牌，如法国施耐德公司的低压电器，德国西门子的PLC……,http://zj.lmjx.net/zj_class_19_61_0_20.html
方圆PT7528塔式起重机,http://zj.lmjx.net/detail_MTIxNDA=.html,1451,PT7528塔式起重机最大工作幅度为75米，同时可以变臂70米、60米、50米等，臂长变化更方便，用户使用更多选择；安装更方便、安全、快捷，可实现空中接臂，降低对安装设备起吊能力的……,http://zj.lmjx.net/zj_class_19_61_0_20.html
川建C7052水平臂塔式起重机,http://zj.lmjx.net/detail_MTgyMjA=.html,674,SCM-C7052塔式起重机是我公司自行设计制造的大型上回转、自升式塔式起重机……,http://zj.lmjx.net/zj_class_19_61_0_20.html
徐工XGTL1600动臂式塔机,http://zj.lmjx.net/detail_MTc2NTc=.html,734,XGTL1600动臂式塔式起重机是徐工集团研制生产的一款大型起重机械……,http://zj.lmjx.net/zj_class_19_61_0_20.html
浙江建机QTZ80(ZJT5910)塔式起重机,http://zj.lmjx.net/detail_OTg43---.html,1621,……,http://zj.lmjx.net/zj_class_19_61_0_20.html
利勃海尔22HM塔式起重机,http://zj.lmjx.net/detail_ODky0---.html,939,液压机构使HM系列移动式快速架设起重机的装卸非常简单。通过液压架设运动学设计，HM系列起重机的架设非常容易、快速和安全，并且一人即可完成操作……,http://zj.lmjx.net/zj_class_19_61_0_20.html
永茂STT113塔式起重机,http://zj.lmjx.net/detail_NzE12---.html,4681,STT113平头塔式起重机是抚顺永茂建筑机械有限公司利用雄厚的科技开发能力，加强引进技术的消化吸收和移植创新，紧跟塔式起重机国际新技术、新潮流，根据国内外市场需求而自主设计开发的高……,http://zj.lmjx.net/zj_class_19_61_0_20.html
恒升建机QTZ5013塔式起重机,http://zj.lmjx.net/detail_MjEyMTE=.html,887,QTZ5013的性能参数：性能参数及技术指标国内领先，达到国际先进水平a、最大臂长50m;臂长组合每6米递减，最小臂长30米;b、最大起重量6t;c、臂尖最大吊重量1.3t;d、额……,http://zj.lmjx.net/zj_class_19_61_0_20.html
中国现代QTZ300P(XDP7525)平头塔式起重机,http://zj.lmjx.net/detail_MjQyNjQ=.html,416,平头式塔机——明显降低安装高度，减小安装场地占用，并便于臂节快速拆装，降低运输和仓储成本；*吸收国外技术——比同类塔机降低15%自重，安拆时大为降低对汽车起重机的要求；*起重能力强……,http://zj.lmjx.net/zj_class_19_61_0_20.html
利勃海尔32 TTR履带底盘塔式起重机,http://zj.lmjx.net/detail_MTUxNTY=.html,831,R系列履带式底盘获得了良好的现场与越野移动性。在要求位置快速变化和低地面接触压力的场合，需要使用履带式起重机……,http://zj.lmjx.net/zj_class_19_61_0_22.html
永茂STL120塔式起重机,http://zj.lmjx.net/detail_NzE11---.html,2484,伴随着塔式起重机科技发展，城市建筑密度逐渐加大。根据当前建筑工业的发展趋势，我公司自行研发出STL120动臂式自升塔机、补充小型塔机产品系列……,http://zj.lmjx.net/zj_class_19_61_0_22.html
恒升建机QTZ5516塔式起重机,http://zj.lmjx.net/detail_MjEyMTQ=.html,560,QTZ5516的性能参数：性能参数及技术指标国内领先，达到国际先进水平a、最大臂长55m;臂长组合每6米递减，最小臂长38米;b、最大起重量8t;c、臂尖最大吊重量1.6 t;d、……,http://zj.lmjx.net/zj_class_19_61_0_22.html
中国现代QTZ450(XD7050)尖头塔式起重机,http://zj.lmjx.net/detail_MjQyNzM=.html,655,该机为水平臂架、小车变幅、上回转自升式多用途塔机整机外形美观大方，颜色醒目；该机有基础固定和外墙附着两种工作方式；动作反映灵敏，调速性能好，回转平稳可靠，不抖动；司机室独立设置，视……,http://zj.lmjx.net/zj_class_19_61_0_22.html
